Host Name,IP Address,Temperature (F),Timestamp,,,
Bay05_Proj3,10.51.0.77,69.8,2024-09-09 02:19:19,,,
Bay05_Proj4,10.51.0.78,75.2,2024-09-09 02:19:19,,,
Bay06_Proj1,10.51.0.89,66.2,2024-09-09 02:19:20,,,
Bay06_Proj2,10.51.0.90,73.4,2024-09-09 02:19:20,,,
Bay06_Proj3,10.51.0.91,69.8,2024-09-09 02:19:21,,,
Bay06_Proj4,10.51.0.92,69.8,2024-09-09 02:19:21,,,
Bay07_Proj1,10.51.0.103,64.4,2024-09-09 02:19:22,,,
Bay07_Proj2,10.51.0.104,68,2024-09-09 02:19:22,,,
Bay07_Proj3,10.51.0.105,68,2024-09-09 02:19:23,,,
Bay07_Proj4,10.51.0.106,73.4,2024-09-09 02:19:23,,,
Bay08_Proj1,10.51.0.117,62.6,2024-09-09 02:19:24,,,
Bay08_Proj2,10.51.0.118,78.8,2024-09-09 02:19:24,,,
Bay08_Proj3,10.51.0.119,68,2024-09-09 02:19:25,,,
Bay08_Proj4,10.51.0.120,64.4,2024-09-09 02:19:26,,,
Bay01_Proj1,10.51.0.19,77,2024-09-09 02:24:26,,,
Bay01_Proj2,10.51.0.20,78.8,2024-09-09 02:24:27,,,
Bay01_Proj3,10.51.0.21,80.6,2024-09-09 02:24:27,,,
Bay01_Proj4,10.51.0.22,86,2024-09-09 02:24:28,,,
Bay02_Proj1,10.51.0.33,69.8,2024-09-09 02:24:28,,,
Bay02_Proj2,10.51.0.34,68,2024-09-09 02:24:29,,,
Bay02_Proj3,10.51.0.35,71.6,2024-09-09 02:24:29,,,
Bay02_Proj4,10.51.0.36,75.2,2024-09-09 02:24:30,,,
Bay03_Proj1,10.51.0.47,66.2,2024-09-09 02:24:31,,,
Bay03_Proj2,10.51.0.48,78.8,2024-09-09 02:24:31,,,
Bay03_Proj3,10.51.0.49,64.4,2024-09-09 02:24:32,,,
Bay03_Proj4,10.51.0.50,71.6,2024-09-09 02:24:32,,,
Bay04_Proj1,10.51.0.61,66.2,2024-09-09 02:24:33,,,
Bay04_Proj2,10.51.0.62,69.8,2024-09-09 02:24:33,,,
Bay04_Proj3,10.51.0.63,71.6,2024-09-09 02:24:34,,,
Bay04_Proj4,10.51.0.64,69.8,2024-09-09 02:24:34,,,
Bay05_Proj1,10.51.0.75,73.4,2024-09-09 02:24:35,,,
Bay05_Proj2,10.51.0.76,77,2024-09-09 02:24:35,,,
Bay05_Proj3,10.51.0.77,69.8,2024-09-09 02:24:36,,,
Bay05_Proj4,10.51.0.78,75.2,2024-09-09 02:24:36,,,
Bay06_Proj1,10.51.0.89,66.2,2024-09-09 02:24:37,,,
Bay06_Proj2,10.51.0.90,73.4,2024-09-09 02:24:37,,,
Bay06_Proj3,10.51.0.91,69.8,2024-09-09 02:24:38,,,
Bay06_Proj4,10.51.0.92,69.8,2024-09-09 02:24:39,,,
Bay07_Proj1,10.51.0.103,64.4,2024-09-09 02:24:39,,,
Bay07_Proj2,10.51.0.104,68,2024-09-09 02:24:40,,,
Bay07_Proj3,10.51.0.105,68,2024-09-09 02:24:40,,,
Bay07_Proj4,10.51.0.106,73.4,2024-09-09 02:24:41,,,
Bay08_Proj1,10.51.0.117,62.6,2024-09-09 02:24:41,,,
Bay08_Proj2,10.51.0.118,78.8,2024-09-09 02:24:42,,,
Bay08_Proj3,10.51.0.119,68,2024-09-09 02:24:42,,,
Bay08_Proj4,10.51.0.120,64.4,2024-09-09 02:24:43,,,
Bay01_Proj1,10.51.0.19,77,2024-09-09 02:29:44,,,
Bay01_Proj2,10.51.0.20,78.8,2024-09-09 02:29:44,,,
Bay01_Proj3,10.51.0.21,80.6,2024-09-09 02:29:45,,,
Bay01_Proj4,10.51.0.22,86,2024-09-09 02:29:45,,,
Bay02_Proj1,10.51.0.33,69.8,2024-09-09 02:29:46,,,
Bay02_Proj2,10.51.0.34,68,2024-09-09 02:29:46,,,
Bay02_Proj3,10.51.0.35,71.6,2024-09-09 02:29:47,,,
Bay02_Proj4,10.51.0.36,75.2,2024-09-09 02:29:47,,,
Bay03_Proj1,10.51.0.47,66.2,2024-09-09 02:29:48,,,
Bay03_Proj2,10.51.0.48,78.8,2024-09-09 02:29:49,,,
Bay03_Proj3,10.51.0.49,64.4,2024-09-09 02:29:49,,,
Bay03_Proj4,10.51.0.50,71.6,2024-09-09 02:29:50,,,
Bay04_Proj1,10.51.0.61,66.2,2024-09-09 02:29:50,,,
Bay04_Proj2,10.51.0.62,69.8,2024-09-09 02:29:51,,,
Bay04_Proj3,10.51.0.63,71.6,2024-09-09 02:29:51,,,
Bay04_Proj4,10.51.0.64,69.8,2024-09-09 02:29:52,,,
Bay05_Proj1,10.51.0.75,73.4,2024-09-09 02:29:52,,,
Bay05_Proj2,10.51.0.76,77,2024-09-09 02:29:53,,,
Bay05_Proj3,10.51.0.77,69.8,2024-09-09 02:29:53,,,
Bay05_Proj4,10.51.0.78,75.2,2024-09-09 02:29:54,,,
Bay06_Proj1,10.51.0.89,66.2,2024-09-09 02:29:54,,,
Bay06_Proj2,10.51.0.90,73.4,2024-09-09 02:29:55,,,
Bay06_Proj3,10.51.0.91,69.8,2024-09-09 02:29:55,,,
Bay06_Proj4,10.51.0.92,69.8,2024-09-09 02:29:56,,,
Bay07_Proj1,10.51.0.103,64.4,2024-09-09 02:29:56,,,
Bay07_Proj2,10.51.0.104,68,2024-09-09 02:29:57,,,
Bay07_Proj3,10.51.0.105,68,2024-09-09 02:29:58,,,
Bay07_Proj4,10.51.0.106,73.4,2024-09-09 02:29:58,,,
Bay08_Proj1,10.51.0.117,62.6,2024-09-09 02:29:59,,,
Bay08_Proj2,10.51.0.118,78.8,2024-09-09 02:29:59,,,
Bay08_Proj3,10.51.0.119,68,2024-09-09 02:30:00,,,
Bay08_Proj4,10.51.0.120,64.4,2024-09-09 02:30:00,,,
Bay01_Proj1,10.51.0.19,77,2024-09-09 02:35:01,,,
Bay01_Proj2,10.51.0.20,78.8,2024-09-09 02:35:01,,,
Bay01_Proj3,10.51.0.21,80.6,2024-09-09 02:35:02,,,
Bay01_Proj4,10.51.0.22,86,2024-09-09 02:35:02,,,
Bay02_Proj1,10.51.0.33,69.8,2024-09-09 02:35:03,,,
Bay02_Proj2,10.51.0.34,68,2024-09-09 02:35:04,,,
Bay02_Proj3,10.51.0.35,71.6,2024-09-09 02:35:04,,,
Bay02_Proj4,10.51.0.36,75.2,2024-09-09 02:35:05,,,
Bay03_Proj1,10.51.0.47,66.2,2024-09-09 02:35:05,,,
Bay03_Proj2,10.51.0.48,78.8,2024-09-09 02:35:06,,,
Bay03_Proj3,10.51.0.49,64.4,2024-09-09 02:35:06,,,
Bay03_Proj4,10.51.0.50,71.6,2024-09-09 02:35:07,,,
Bay04_Proj1,10.51.0.61,66.2,2024-09-09 02:35:07,,,
Bay04_Proj2,10.51.0.62,69.8,2024-09-09 02:35:08,,,
Bay04_Proj3,10.51.0.63,71.6,2024-09-09 02:35:08,,,
Bay04_Proj4,10.51.0.64,69.8,2024-09-09 02:35:09,,,
Bay05_Proj1,10.51.0.75,73.4,2024-09-09 02:35:09,,,
Bay05_Proj2,10.51.0.76,77,2024-09-09 02:35:10,,,
Bay05_Proj3,10.51.0.77,69.8,2024-09-09 02:35:10,,,
Bay05_Proj4,10.51.0.78,75.2,2024-09-09 02:35:11,,,
Bay06_Proj1,10.51.0.89,66.2,2024-09-09 02:35:11,,,
Bay06_Proj2,10.51.0.90,73.4,2024-09-09 02:35:12,,,
Bay06_Proj3,10.51.0.91,69.8,2024-09-09 02:35:12,,,
Bay06_Proj4,10.51.0.92,69.8,2024-09-09 02:35:13,,,
Bay07_Proj1,10.51.0.103,64.4,2024-09-09 02:35:13,,,
Bay07_Proj2,10.51.0.104,68,2024-09-09 02:35:14,,,
Bay07_Proj3,10.51.0.105,68,2024-09-09 02:35:15,,,
Bay07_Proj4,10.51.0.106,73.4,2024-09-09 02:35:15,,,
Bay08_Proj1,10.51.0.117,62.6,2024-09-09 02:35:16,,,
Bay08_Proj2,10.51.0.118,78.8,2024-09-09 02:35:16,,,
Bay08_Proj3,10.51.0.119,68,2024-09-09 02:35:17,,,
Bay08_Proj4,10.51.0.120,64.4,2024-09-09 02:35:17,,,
Bay01_Proj1,10.51.0.19,77,2024-09-09 02:40:18,,,
Bay01_Proj2,10.51.0.20,78.8,2024-09-09 02:40:18,,,
Bay01_Proj3,10.51.0.21,80.6,2024-09-09 02:40:19,,,
Bay01_Proj4,10.51.0.22,86,2024-09-09 02:40:20,,,
Bay02_Proj1,10.51.0.33,69.8,2024-09-09 02:40:20,,,
Bay02_Proj2,10.51.0.34,68,2024-09-09 02:40:21,,,
Bay02_Proj3,10.51.0.35,71.6,2024-09-09 02:40:21,,,
Bay02_Proj4,10.51.0.36,75.2,2024-09-09 02:40:22,,,
Bay03_Proj1,10.51.0.47,66.2,2024-09-09 02:40:22,,,
Bay03_Proj2,10.51.0.48,78.8,2024-09-09 02:40:23,,,
Bay03_Proj3,10.51.0.49,64.4,2024-09-09 02:40:23,,,
Bay03_Proj4,10.51.0.50,71.6,2024-09-09 02:40:24,,,
Bay04_Proj1,10.51.0.61,66.2,2024-09-09 02:40:24,,,
Bay04_Proj2,10.51.0.62,69.8,2024-09-09 02:40:25,,,
Bay04_Proj3,10.51.0.63,71.6,2024-09-09 02:40:25,,,
Bay04_Proj4,10.51.0.64,69.8,2024-09-09 02:40:26,,,
Bay05_Proj1,10.51.0.75,73.4,2024-09-09 02:40:26,,,
Bay05_Proj2,10.51.0.76,77,2024-09-09 02:40:27,,,
Bay05_Proj3,10.51.0.77,69.8,2024-09-09 02:40:27,,,
Bay05_Proj4,10.51.0.78,75.2,2024-09-09 02:40:28,,,
Bay06_Proj1,10.51.0.89,66.2,2024-09-09 02:40:28,,,
Bay06_Proj2,10.51.0.90,73.4,2024-09-09 02:40:29,,,
Bay06_Proj3,10.51.0.91,69.8,2024-09-09 02:40:30,,,
Bay06_Proj4,10.51.0.92,69.8,2024-09-09 02:40:30,,,
Bay07_Proj1,10.51.0.103,64.4,2024-09-09 02:40:31,,,
Bay07_Proj2,10.51.0.104,68,2024-09-09 02:40:31,,,
Bay07_Proj3,10.51.0.105,68,2024-09-09 02:40:32,,,
Bay07_Proj4,10.51.0.106,73.4,2024-09-09 02:40:32,,,
Bay08_Proj1,10.51.0.117,62.6,2024-09-09 02:40:33,,,
Bay08_Proj2,10.51.0.118,78.8,2024-09-09 02:40:33,,,
Bay08_Proj3,10.51.0.119,68,2024-09-09 02:40:34,,,
Bay08_Proj4,10.51.0.120,64.4,2024-09-09 02:40:35,,,
Bay01_Proj1,10.51.0.19,77,2024-09-09 02:45:35,,,
Bay01_Proj2,10.51.0.20,78.8,2024-09-09 02:45:36,,,
Bay01_Proj3,10.51.0.21,80.6,2024-09-09 02:45:36,,,
Bay01_Proj4,10.51.0.22,86,2024-09-09 02:45:37,,,
Bay02_Proj1,10.51.0.33,69.8,2024-09-09 02:45:37,,,
Bay02_Proj2,10.51.0.34,68,2024-09-09 02:45:38,,,
Bay02_Proj3,10.51.0.35,71.6,2024-09-09 02:45:38,,,
Bay02_Proj4,10.51.0.36,75.2,2024-09-09 02:45:39,,,
Bay03_Proj1,10.51.0.47,66.2,2024-09-09 02:45:39,,,
Bay03_Proj2,10.51.0.48,78.8,2024-09-09 02:45:40,,,
Bay03_Proj3,10.51.0.49,64.4,2024-09-09 02:45:41,,,
Bay03_Proj4,10.51.0.50,71.6,2024-09-09 02:45:41,,,
Bay04_Proj1,10.51.0.61,66.2,2024-09-09 02:45:42,,,
Bay04_Proj2,10.51.0.62,69.8,2024-09-09 02:45:42,,,
Bay04_Proj3,10.51.0.63,71.6,2024-09-09 02:45:43,,,
Bay04_Proj4,10.51.0.64,69.8,2024-09-09 02:45:43,,,
Bay05_Proj1,10.51.0.75,73.4,2024-09-09 02:45:44,,,
Bay05_Proj2,10.51.0.76,77,2024-09-09 02:45:44,,,
Bay05_Proj3,10.51.0.77,69.8,2024-09-09 02:45:45,,,
Bay05_Proj4,10.51.0.78,75.2,2024-09-09 02:45:45,,,
Bay06_Proj1,10.51.0.89,66.2,2024-09-09 02:45:46,,,
Bay06_Proj2,10.51.0.90,73.4,2024-09-09 02:45:46,,,
Bay06_Proj3,10.51.0.91,69.8,2024-09-09 02:45:47,,,
Bay06_Proj4,10.51.0.92,69.8,2024-09-09 02:45:47,,,
Bay07_Proj1,10.51.0.103,64.4,2024-09-09 02:45:48,,,
Bay07_Proj2,10.51.0.104,68,2024-09-09 02:45:48,,,
Bay07_Proj3,10.51.0.105,68,2024-09-09 02:45:49,,,
Bay07_Proj4,10.51.0.106,73.4,2024-09-09 02:45:50,,,
Bay08_Proj1,10.51.0.117,62.6,2024-09-09 02:45:50,,,
Bay08_Proj2,10.51.0.118,78.8,2024-09-09 02:45:51,,,
Bay08_Proj3,10.51.0.119,68,2024-09-09 02:45:51,,,
Bay08_Proj4,10.51.0.120,64.4,2024-09-09 02:45:52,,,
Bay01_Proj1,10.51.0.19,77,2024-09-09 02:50:52,,,
Bay01_Proj2,10.51.0.20,78.8,2024-09-09 02:50:53,,,
Bay01_Proj3,10.51.0.21,80.6,2024-09-09 02:50:53,,,
Bay01_Proj4,10.51.0.22,86,2024-09-09 02:50:54,,,
Bay02_Proj1,10.51.0.33,69.8,2024-09-09 02:50:55,,,
Bay02_Proj2,10.51.0.34,68,2024-09-09 02:50:55,,,
Bay02_Proj3,10.51.0.35,71.6,2024-09-09 02:50:56,,,
Bay02_Proj4,10.51.0.36,75.2,2024-09-09 02:50:56,,,
Bay03_Proj1,10.51.0.47,66.2,2024-09-09 02:50:57,,,
Bay03_Proj2,10.51.0.48,78.8,2024-09-09 02:50:57,,,
Bay03_Proj3,10.51.0.49,64.4,2024-09-09 02:50:58,,,
Bay03_Proj4,10.51.0.50,71.6,2024-09-09 02:50:58,,,
Bay04_Proj1,10.51.0.61,66.2,2024-09-09 02:50:59,,,
Bay04_Proj2,10.51.0.62,69.8,2024-09-09 02:50:59,,,
Bay04_Proj3,10.51.0.63,71.6,2024-09-09 02:51:00,,,
Bay04_Proj4,10.51.0.64,69.8,2024-09-09 02:51:00,,,
Bay05_Proj1,10.51.0.75,73.4,2024-09-09 02:51:01,,,
Bay05_Proj2,10.51.0.76,77,2024-09-09 02:51:02,,,
Bay05_Proj3,10.51.0.77,69.8,2024-09-09 02:51:02,,,
Bay05_Proj4,10.51.0.78,75.2,2024-09-09 02:51:03,,,
Bay06_Proj1,10.51.0.89,66.2,2024-09-09 02:51:03,,,
Bay06_Proj2,10.51.0.90,73.4,2024-09-09 02:51:04,,,
Bay06_Proj3,10.51.0.91,69.8,2024-09-09 02:51:04,,,
Bay06_Proj4,10.51.0.92,69.8,2024-09-09 02:51:05,,,
Bay07_Proj1,10.51.0.103,64.4,2024-09-09 02:51:05,,,
Bay07_Proj2,10.51.0.104,68,2024-09-09 02:51:06,,,
Bay07_Proj3,10.51.0.105,68,2024-09-09 02:51:06,,,
Bay07_Proj4,10.51.0.106,73.4,2024-09-09 02:51:07,,,
Bay08_Proj1,10.51.0.117,62.6,2024-09-09 02:51:07,,,
Bay08_Proj2,10.51.0.118,78.8,2024-09-09 02:51:08,,,
Bay08_Proj3,10.51.0.119,68,2024-09-09 02:51:09,,,
Bay08_Proj4,10.51.0.120,64.4,2024-09-09 02:51:09,,,
Bay01_Proj1,10.51.0.19,77,2024-09-09 02:56:10,,,
Bay01_Proj2,10.51.0.20,78.8,2024-09-09 02:56:10,,,
Bay01_Proj3,10.51.0.21,80.6,2024-09-09 02:56:11,,,
Bay01_Proj4,10.51.0.22,86,2024-09-09 02:56:11,,,
Bay02_Proj1,10.51.0.33,69.8,2024-09-09 02:56:12,,,
Bay02_Proj2,10.51.0.34,68,2024-09-09 02:56:12,,,
Bay02_Proj3,10.51.0.35,71.6,2024-09-09 02:56:13,,,
Bay02_Proj4,10.51.0.36,75.2,2024-09-09 02:56:14,,,
Bay03_Proj1,10.51.0.47,66.2,2024-09-09 02:56:14,,,
Bay03_Proj2,10.51.0.48,78.8,2024-09-09 02:56:15,,,
Bay03_Proj3,10.51.0.49,64.4,2024-09-09 02:56:15,,,
Bay03_Proj4,10.51.0.50,71.6,2024-09-09 02:56:16,,,
Bay04_Proj1,10.51.0.61,66.2,2024-09-09 02:56:16,,,
Bay04_Proj2,10.51.0.62,69.8,2024-09-09 02:56:17,,,
Bay04_Proj3,10.51.0.63,71.6,2024-09-09 02:56:17,,,
Bay04_Proj4,10.51.0.64,69.8,2024-09-09 02:56:18,,,
Bay05_Proj1,10.51.0.75,73.4,2024-09-09 02:56:18,,,
Bay05_Proj2,10.51.0.76,77,2024-09-09 02:56:19,,,
Bay05_Proj3,10.51.0.77,69.8,2024-09-09 02:56:19,,,
Bay05_Proj4,10.51.0.78,75.2,2024-09-09 02:56:20,,,
Bay06_Proj1,10.51.0.89,66.2,2024-09-09 02:56:20,,,
Bay06_Proj2,10.51.0.90,73.4,2024-09-09 02:56:21,,,
Bay06_Proj3,10.51.0.91,69.8,2024-09-09 02:56:21,,,
Bay06_Proj4,10.51.0.92,69.8,2024-09-09 02:56:22,,,
Bay07_Proj1,10.51.0.103,64.4,2024-09-09 02:56:23,,,
Bay07_Proj2,10.51.0.104,68,2024-09-09 02:56:23,,,
Bay07_Proj3,10.51.0.105,68,2024-09-09 02:56:24,,,
Bay07_Proj4,10.51.0.106,73.4,2024-09-09 02:56:24,,,
Bay08_Proj1,10.51.0.117,62.6,2024-09-09 02:56:25,,,
Bay08_Proj2,10.51.0.118,78.8,2024-09-09 02:56:25,,,
Bay08_Proj3,10.51.0.119,68,2024-09-09 02:56:26,,,
Bay08_Proj4,10.51.0.120,64.4,2024-09-09 02:56:26,,,
Bay01_Proj1,10.51.0.19,77,2024-09-09 03:01:27,,,
Bay01_Proj2,10.51.0.20,78.8,2024-09-09 03:01:27,,,
Bay01_Proj3,10.51.0.21,80.6,2024-09-09 03:01:28,,,
Bay01_Proj4,10.51.0.22,86,2024-09-09 03:01:29,,,
Bay02_Proj1,10.51.0.33,69.8,2024-09-09 03:01:29,,,
Bay02_Proj2,10.51.0.34,68,2024-09-09 03:01:30,,,
Bay02_Proj3,10.51.0.35,71.6,2024-09-09 03:01:30,,,
Bay02_Proj4,10.51.0.36,75.2,2024-09-09 03:01:31,,,
Bay03_Proj1,10.51.0.47,66.2,2024-09-09 03:01:31,,,
Bay03_Proj2,10.51.0.48,78.8,2024-09-09 03:01:32,,,
Bay03_Proj3,10.51.0.49,64.4,2024-09-09 03:01:32,,,
Bay03_Proj4,10.51.0.50,71.6,2024-09-09 03:01:33,,,
Bay04_Proj1,10.51.0.61,66.2,2024-09-09 03:01:33,,,
Bay04_Proj2,10.51.0.62,69.8,2024-09-09 03:01:34,,,
Bay04_Proj3,10.51.0.63,71.6,2024-09-09 03:01:34,,,
Bay04_Proj4,10.51.0.64,69.8,2024-09-09 03:01:35,,,
Bay05_Proj1,10.51.0.75,73.4,2024-09-09 03:01:35,,,
Bay05_Proj2,10.51.0.76,77,2024-09-09 03:01:36,,,
Bay05_Proj3,10.51.0.77,69.8,2024-09-09 03:01:37,,,
Bay05_Proj4,10.51.0.78,75.2,2024-09-09 03:01:37,,,
Bay06_Proj1,10.51.0.89,66.2,2024-09-09 03:01:38,,,
Bay06_Proj2,10.51.0.90,73.4,2024-09-09 03:01:38,,,
Bay06_Proj3,10.51.0.91,69.8,2024-09-09 03:01:39,,,
Bay06_Proj4,10.51.0.92,69.8,2024-09-09 03:01:39,,,
Bay07_Proj1,10.51.0.103,64.4,2024-09-09 03:01:40,,,
Bay07_Proj2,10.51.0.104,68,2024-09-09 03:01:40,,,
Bay07_Proj3,10.51.0.105,68,2024-09-09 03:01:41,,,
Bay07_Proj4,10.51.0.106,73.4,2024-09-09 03:01:41,,,
Bay08_Proj1,10.51.0.117,62.6,2024-09-09 03:01:42,,,
Bay08_Proj2,10.51.0.118,78.8,2024-09-09 03:01:43,,,
Bay08_Proj3,10.51.0.119,68,2024-09-09 03:01:43,,,
Bay08_Proj4,10.51.0.120,64.4,2024-09-09 03:01:44,,,
Bay01_Proj1,10.51.0.19,77,2024-09-09 03:06:44,,,
Bay01_Proj2,10.51.0.20,78.8,2024-09-09 03:06:45,,,
Bay01_Proj3,10.51.0.21,80.6,2024-09-09 03:06:45,,,
Bay01_Proj4,10.51.0.22,86,2024-09-09 03:06:46,,,
Bay02_Proj1,10.51.0.33,69.8,2024-09-09 03:06:47,,,
Bay02_Proj2,10.51.0.34,68,2024-09-09 03:06:47,,,
Bay02_Proj3,10.51.0.35,71.6,2024-09-09 03:06:48,,,
Bay02_Proj4,10.51.0.36,75.2,2024-09-09 03:06:48,,,
Bay03_Proj1,10.51.0.47,66.2,2024-09-09 03:06:49,,,
Bay03_Proj2,10.51.0.48,78.8,2024-09-09 03:06:49,,,
Bay03_Proj3,10.51.0.49,64.4,2024-09-09 03:06:50,,,
Bay03_Proj4,10.51.0.50,71.6,2024-09-09 03:06:50,,,
Bay04_Proj1,10.51.0.61,66.2,2024-09-09 03:06:51,,,
Bay04_Proj2,10.51.0.62,69.8,2024-09-09 03:06:51,,,
Bay04_Proj3,10.51.0.63,71.6,2024-09-09 03:06:52,,,
Bay04_Proj4,10.51.0.64,69.8,2024-09-09 03:06:52,,,
Bay05_Proj1,10.51.0.75,73.4,2024-09-09 03:06:53,,,
Bay05_Proj2,10.51.0.76,77,2024-09-09 03:06:53,,,
Bay05_Proj3,10.51.0.77,69.8,2024-09-09 03:06:54,,,
Bay05_Proj4,10.51.0.78,75.2,2024-09-09 03:06:55,,,
Bay06_Proj1,10.51.0.89,66.2,2024-09-09 03:06:55,,,
Bay06_Proj2,10.51.0.90,73.4,2024-09-09 03:06:56,,,
Bay06_Proj3,10.51.0.91,69.8,2024-09-09 03:06:56,,,
Bay06_Proj4,10.51.0.92,69.8,2024-09-09 03:06:57,,,
Bay07_Proj1,10.51.0.103,64.4,2024-09-09 03:06:57,,,
Bay07_Proj2,10.51.0.104,68,2024-09-09 03:06:58,,,
Bay07_Proj3,10.51.0.105,68,2024-09-09 03:06:58,,,
Bay07_Proj4,10.51.0.106,73.4,2024-09-09 03:06:59,,,
Bay08_Proj1,10.51.0.117,62.6,2024-09-09 03:06:59,,,
Bay08_Proj2,10.51.0.118,78.8,2024-09-09 03:07:00,,,
Bay08_Proj3,10.51.0.119,68,2024-09-09 03:07:00,,,
Bay08_Proj4,10.51.0.120,64.4,2024-09-09 03:07:01,,,
Bay01_Proj1,10.51.0.19,77,2024-09-09 03:12:02,,,
Bay01_Proj2,10.51.0.20,78.8,2024-09-09 03:12:02,,,
Bay01_Proj3,10.51.0.21,80.6,2024-09-09 03:12:03,,,
Bay01_Proj4,10.51.0.22,86,2024-09-09 03:12:03,,,
Bay02_Proj1,10.51.0.33,69.8,2024-09-09 03:12:04,,,
Bay02_Proj2,10.51.0.34,68,2024-09-09 03:12:04,,,
Bay02_Proj3,10.51.0.35,71.6,2024-09-09 03:12:05,,,
Bay02_Proj4,10.51.0.36,75.2,2024-09-09 03:12:05,,,
Bay03_Proj1,10.51.0.47,66.2,2024-09-09 03:12:06,,,
Bay03_Proj2,10.51.0.48,78.8,2024-09-09 03:12:06,,,
Bay03_Proj3,10.51.0.49,64.4,2024-09-09 03:12:07,,,
Bay03_Proj4,10.51.0.50,71.6,2024-09-09 03:12:07,,,
Bay04_Proj1,10.51.0.61,66.2,2024-09-09 03:12:08,,,
Bay04_Proj2,10.51.0.62,69.8,2024-09-09 03:12:09,,,
Bay04_Proj3,10.51.0.63,71.6,2024-09-09 03:12:09,,,
Bay04_Proj4,10.51.0.64,69.8,2024-09-09 03:12:10,,,
Bay05_Proj1,10.51.0.75,73.4,2024-09-09 03:12:10,,,
Bay05_Proj2,10.51.0.76,77,2024-09-09 03:12:11,,,
Bay05_Proj3,10.51.0.77,69.8,2024-09-09 03:12:11,,,
Bay05_Proj4,10.51.0.78,75.2,2024-09-09 03:12:12,,,
Bay06_Proj1,10.51.0.89,66.2,2024-09-09 03:12:12,,,
Bay06_Proj2,10.51.0.90,73.4,2024-09-09 03:12:13,,,
Bay06_Proj3,10.51.0.91,69.8,2024-09-09 03:12:13,,,
Bay06_Proj4,10.51.0.92,69.8,2024-09-09 03:12:14,,,
Bay07_Proj1,10.51.0.103,64.4,2024-09-09 03:12:14,,,
Bay07_Proj2,10.51.0.104,68,2024-09-09 03:12:15,,,
Bay07_Proj3,10.51.0.105,68,2024-09-09 03:12:16,,,
Bay07_Proj4,10.51.0.106,73.4,2024-09-09 03:12:16,,,
Bay08_Proj1,10.51.0.117,62.6,2024-09-09 03:12:17,,,
Bay08_Proj2,10.51.0.118,78.8,2024-09-09 03:12:17,,,
Bay08_Proj3,10.51.0.119,68,2024-09-09 03:12:18,,,
Bay08_Proj4,10.51.0.120,64.4,2024-09-09 03:12:18,,,
Bay01_Proj1,10.51.0.19,77,2024-09-09 03:17:19,,,
Bay01_Proj2,10.51.0.20,78.8,2024-09-09 03:17:19,,,
Bay01_Proj3,10.51.0.21,80.6,2024-09-09 03:17:20,,,
Bay01_Proj4,10.51.0.22,86,2024-09-09 03:17:20,,,
Bay02_Proj1,10.51.0.33,69.8,2024-09-09 03:17:21,,,
Bay02_Proj2,10.51.0.34,68,2024-09-09 03:17:21,,,
Bay02_Proj3,10.51.0.35,71.6,2024-09-09 03:17:22,,,
Bay02_Proj4,10.51.0.36,75.2,2024-09-09 03:17:23,,,
Bay03_Proj1,10.51.0.47,66.2,2024-09-09 03:17:23,,,
Bay03_Proj2,10.51.0.48,78.8,2024-09-09 03:17:24,,,
Bay03_Proj3,10.51.0.49,64.4,2024-09-09 03:17:24,,,
Bay03_Proj4,10.51.0.50,71.6,2024-09-09 03:17:25,,,
Bay04_Proj1,10.51.0.61,66.2,2024-09-09 03:17:25,,,
Bay04_Proj2,10.51.0.62,69.8,2024-09-09 03:17:26,,,
Bay04_Proj3,10.51.0.63,71.6,2024-09-09 03:17:26,,,
Bay04_Proj4,10.51.0.64,69.8,2024-09-09 03:17:27,,,
Bay05_Proj1,10.51.0.75,73.4,2024-09-09 03:17:28,,,
Bay05_Proj2,10.51.0.76,77,2024-09-09 03:17:28,,,
Bay05_Proj3,10.51.0.77,69.8,2024-09-09 03:17:29,,,
Bay05_Proj4,10.51.0.78,75.2,2024-09-09 03:17:29,,,
Bay06_Proj1,10.51.0.89,66.2,2024-09-09 03:17:30,,,
Bay06_Proj2,10.51.0.90,73.4,2024-09-09 03:17:30,,,
Bay06_Proj3,10.51.0.91,69.8,2024-09-09 03:17:31,,,
Bay06_Proj4,10.51.0.92,69.8,2024-09-09 03:17:31,,,
Bay07_Proj1,10.51.0.103,64.4,2024-09-09 03:17:32,,,
Bay07_Proj2,10.51.0.104,68,2024-09-09 03:17:32,,,
Bay07_Proj3,10.51.0.105,68,2024-09-09 03:17:33,,,
Bay07_Proj4,10.51.0.106,73.4,2024-09-09 03:17:33,,,
Bay08_Proj1,10.51.0.117,62.6,2024-09-09 03:17:34,,,
Bay08_Proj2,10.51.0.118,78.8,2024-09-09 03:17:35,,,
Bay08_Proj3,10.51.0.119,68,2024-09-09 03:17:35,,,
Bay08_Proj4,10.51.0.120,64.4,2024-09-09 03:17:36,,,
Bay01_Proj1,10.51.0.19,77,2024-09-09 03:22:36,,,
Bay01_Proj2,10.51.0.20,78.8,2024-09-09 03:22:37,,,
Bay01_Proj3,10.51.0.21,80.6,2024-09-09 03:22:37,,,
Bay01_Proj4,10.51.0.22,86,2024-09-09 03:22:38,,,
Bay02_Proj1,10.51.0.33,69.8,2024-09-09 03:22:38,,,
Bay02_Proj2,10.51.0.34,68,2024-09-09 03:22:39,,,
